날짜,품목,품종,등급,거래단위,최저가,최고가,평균가,전일대비 등락,전일 평균대비,전7일 평균대비,전년 동월동일 평균대비
2025.05.12,호박,애호박,특,20개,15500,24000,16560,797,"15,763(105.1%)","16,783(98.7%)","18,864(87.8%)"
2025.05.12,호박,애호박,상,20개,14500,15500,14883,567,"14,316(104%)","14,559(102.2%)","14,961(99.5%)"
2025.05.12,호박,애호박,보통,20개,13000,14500,13692,452,"13,240(103.4%)","13,328(102.7%)","13,734(99.7%)"
2025.05.12,호박,애호박,하,20개,2000,13000,11147,247,"10,900(102.3%)","10,644(104.7%)","11,110(100.3%)"
2025.05.12,호박,늙은호박,상,10kg,22800,22800,22800,"""""","22,800(100%)","23,133(98.6%)",0
2025.05.12,호박,늙은호박,보통,10kg,17500,22800,19942,"""""","19,942(100%)","19,154(104.1%)",0
2025.05.12,호박,늙은호박,하,10kg,8000,17500,13459,"""""","13,459(100%)","12,608(106.7%)",0
2025.05.12,호박,늙은호박,상,1kg,2280,2280,2280,"""""","2,280(100%)","2,310(98.7%)",0
2025.05.12,호박,늙은호박,보통,1kg,1000,2280,1627,"""""","1,627(100%)","1,632(99.7%)",0
2025.05.12,호박,늙은호박,하,1kg,500,1000,833,"""""",833(100%),863(96.5%),0
2025.05.12,호박,단호박 수입,상,10Kg그물망,17500,22000,19076,-490,"19,566(97.5%)","20,733(92%)","13,095(145.7%)"
2025.05.12,호박,단호박 수입,보통,10Kg그물망,16000,17500,16714,-440,"17,154(97.4%)","18,730(89.2%)","11,651(143.5%)"
2025.05.12,호박,단호박 수입,하,10Kg그물망,10000,16000,14203,16,"14,187(100.1%)","16,356(86.8%)","10,060(141.2%)"
2025.05.12,토마토,토마토,특,10kg상자,25000,27000,25900,"2,150","23,750(109.1%)","25,919(99.9%)","35,178(73.6%)"
2025.05.12,토마토,토마토,상,10kg상자,21000,25000,22497,562,"21,935(102.6%)","22,343(100.7%)","33,804(66.6%)"
2025.05.12,토마토,토마토,보통,10kg상자,16000,21000,18187,876,"17,311(105.1%)","18,588(97.8%)","30,530(59.6%)"
2025.05.12,토마토,토마토,하,10kg상자,7000,16000,13671,"1,227","12,444(109.9%)","13,775(99.2%)","18,809(72.7%)"
2025.05.12,토마토,토마토,특,5kg상자,10000,11000,10223,-136,"10,359(98.7%)","10,502(97.3%)","16,638(61.4%)"
2025.05.12,토마토,토마토,상,5kg상자,9500,10000,9832,241,"9,591(102.5%)","9,730(101%)","14,692(66.9%)"
2025.05.12,토마토,토마토,보통,5kg상자,8000,9500,8914,335,"8,579(103.9%)","8,746(101.9%)","12,621(70.6%)"
2025.05.12,토마토,토마토,하,5kg상자,4000,8000,7631,654,"6,977(109.4%)","7,390(103.3%)","10,261(74.4%)"
2025.05.12,토마토,토마토 완숙,특,5kg상자,10000,13000,10490,490,"10,000(104.9%)","10,449(100.4%)","17,000(61.7%)"
2025.05.12,토마토,토마토 완숙,상,5kg상자,9000,10000,9792,227,"9,565(102.4%)","9,793(100%)","15,393(63.6%)"
2025.05.12,토마토,토마토 완숙,보통,5kg상자,8000,9000,8778,211,"8,567(102.5%)","8,743(100.4%)","12,896(68.1%)"
2025.05.12,토마토,토마토 완숙,하,5kg상자,4000,8000,7610,955,"6,655(114.4%)","7,098(107.2%)","10,458(72.8%)"
2025.05.12,토마토,토마토 대저,특,2.5kg상자,18000,32000,21360,-603,"21,963(97.3%)","20,596(103.7%)","25,534(83.7%)"
2025.05.12,토마토,토마토 대저,상,2.5kg상자,12000,18000,13788,"-1,905","15,693(87.9%)","14,262(96.7%)","18,788(73.4%)"
2025.05.12,토마토,토마토 대저,보통,2.5kg상자,8000,12000,9904,"-1,204","11,108(89.2%)","9,962(99.4%)","13,942(71%)"
2025.05.12,토마토,토마토 대저,하,2.5kg상자,2000,8000,6373,294,"6,079(104.8%)","5,585(114.1%)","6,782(94%)"
2025.05.12,방울토마토,방울토마토(일반),특,5kg상자,16000,36000,25098,"3,694","21,404(117.3%)","20,804(120.6%)","31,067(80.8%)"
2025.05.12,방울토마토,방울토마토(일반),상,5kg상자,11000,16000,13095,"-1,074","14,169(92.4%)","12,340(106.1%)","27,853(47%)"
2025.05.12,방울토마토,방울토마토(일반),보통,5kg상자,8000,11000,9550,"-1,261","10,811(88.3%)","9,406(101.5%)","25,112(38%)"
2025.05.12,방울토마토,방울토마토(일반),하,5kg상자,2000,8000,7579,-449,"8,028(94.4%)","7,448(101.8%)","20,636(36.7%)"
2025.05.12,방울토마토,대추방울토마토,특,3kg상자,13000,58000,16004,790,"15,214(105.2%)","16,017(99.9%)","20,316(78.8%)"
2025.05.12,방울토마토,대추방울토마토,상,3kg상자,11000,13000,11479,432,"11,047(103.9%)","10,595(108.3%)","17,318(66.3%)"
2025.05.12,방울토마토,대추방울토마토,보통,3kg상자,9000,11000,9830,442,"9,388(104.7%)","9,153(107.4%)","15,120(65%)"
2025.05.12,방울토마토,대추방울토마토,하,3kg상자,1000,9000,7813,692,"7,121(109.7%)","7,105(110%)","10,628(73.5%)"
2025.05.12,딸기,딸기,특,2kg상자,26000,70000,36098,"-5,908","42,006(85.9%)","41,639(86.7%)","34,936(103.3%)"
2025.05.12,딸기,딸기,상,2kg상자,12000,26000,16173,"-2,583","18,756(86.2%)","20,333(79.5%)","19,992(80.9%)"
2025.05.12,딸기,딸기,보통,2kg상자,8000,12000,9647,"-1,753","11,400(84.6%)","13,368(72.2%)","13,029(74%)"
2025.05.12,딸기,딸기,하,2kg상자,1000,8000,6157,-94,"6,251(98.5%)","8,277(74.4%)","7,967(77.3%)"
2025.05.12,딸기,딸기 설향,특,1kg상자,8500,11000,9651,"-1,152","10,803(89.3%)","12,292(78.5%)","11,463(84.2%)"
2025.05.12,딸기,딸기 설향,상,1kg상자,4500,8500,6164,"-1,025","7,189(85.7%)","8,050(76.6%)","7,326(84.1%)"
2025.05.12,딸기,딸기 설향,보통,1kg상자,2500,4500,3577,-199,"3,776(94.7%)","4,492(79.6%)","4,144(86.3%)"
2025.05.12,딸기,딸기 설향,하,1kg상자,1000,2500,1988,-144,"2,132(93.2%)","2,775(71.6%)","2,581(77%)"
2025.05.12,딸기,딸기 설향,특,2kg상자,18000,24000,20136,-917,"21,053(95.6%)","23,686(85%)","23,476(85.8%)"
2025.05.12,딸기,딸기 설향,상,2kg상자,11000,18000,13640,"-2,434","16,074(84.9%)","17,666(77.2%)","18,300(74.5%)"
2025.05.12,딸기,딸기 설향,보통,2kg상자,7500,11000,9123,"-1,476","10,599(86.1%)","12,718(71.7%)","12,272(74.3%)"
2025.05.12,딸기,딸기 설향,하,2kg상자,2000,7500,6051,8,"6,043(100.1%)","8,147(74.3%)","7,769(77.9%)"
2025.05.12,딸기,딸기 죽향,특,2kg상자,55000,70000,63711,"-1,869","65,580(97.2%)","66,677(95.6%)","59,897(106.4%)"
2025.05.12,딸기,딸기 죽향,상,2kg상자,33000,55000,39734,"-6,421","46,155(86.1%)","45,272(87.8%)","38,288(103.8%)"
2025.05.12,딸기,딸기 죽향,보통,2kg상자,24000,33000,28543,"-4,170","32,713(87.3%)","32,097(88.9%)","24,910(114.6%)"
2025.05.12,딸기,딸기 죽향,하,2kg상자,3000,24000,15658,"-1,704","17,362(90.2%)","17,691(88.5%)","14,601(107.2%)"
2025.05.12,딸기,딸기 킹스베리,특,1kg상자,15000,15000,15000,"""""","15,000(100%)","14,689(102.1%)",0
2025.05.12,딸기,딸기 킹스베리,상,1kg상자,4000,15000,6293,"""""","6,293(100%)","7,905(79.6%)",0
2025.05.12,딸기,딸기 킹스베리,보통,1kg상자,4000,4000,4000,"""""","4,000(100%)","5,706(70.1%)",0
2025.05.12,딸기,딸기 킹스베리,하,1kg상자,3000,4000,3622,"""""","3,622(100%)","4,485(80.8%)",0
2025.05.12,딸기,딸기 킹스베리,특,2kg상자,22500,22500,22500,"-3,300","25,800(87.2%)","26,200(85.9%)",0
2025.05.12,딸기,딸기 킹스베리,상,2kg상자,20000,22000,21091,"1,364","19,727(106.9%)","20,844(101.2%)",0
2025.05.12,딸기,딸기 킹스베리,보통,2kg상자,11500,20000,14431,-402,"14,833(97.3%)","14,334(100.7%)",0
2025.05.12,딸기,딸기 킹스베리,하,2kg상자,11000,11500,11352,-815,"12,167(93.3%)","11,318(100.3%)",0
2025.05.12,딸기,딸기 금실,특,1kg상자,7000,8000,7658,"-1,319","8,977(85.3%)","10,280(74.5%)","12,308(62.2%)"
2025.05.12,딸기,딸기 금실,상,1kg상자,5500,7000,6182,-742,"6,924(89.3%)","7,752(79.7%)","8,760(70.6%)"
2025.05.12,딸기,딸기 금실,보통,1kg상자,3500,5500,4577,-92,"4,669(98%)","5,446(84%)","5,893(77.7%)"
2025.05.12,딸기,딸기 금실,하,1kg상자,2000,3500,3194,154,"3,040(105.1%)","3,753(85.1%)","3,606(88.6%)"
2025.05.12,딸기,딸기 금실,특,2kg상자,27000,35000,31924,"-2,208","34,132(93.5%)","36,829(86.7%)","28,096(113.6%)"
2025.05.12,딸기,딸기 금실,상,2kg상자,21000,27000,22409,"-4,139","26,548(84.4%)","29,324(76.4%)","23,025(97.3%)"
2025.05.12,딸기,딸기 금실,보통,2kg상자,14000,21000,17310,"-2,578","19,888(87%)","21,870(79.1%)","16,251(106.5%)"
2025.05.12,딸기,딸기 금실,하,2kg상자,5000,14000,10502,429,"10,073(104.3%)","12,057(87.1%)","9,484(110.7%)"
2025.05.12,멜론,멜론 머스크,특,5kg상자,38000,38000,38000,"""""","38,000(100%)","41,335(91.9%)","59,656(63.7%)"
2025.05.12,멜론,멜론 머스크,상,5kg상자,36000,38000,37026,140,"36,886(100.4%)","39,922(92.7%)","57,815(64%)"
2025.05.12,멜론,멜론 머스크,보통,5kg상자,22000,36000,28300,"-6,516","34,816(81.3%)","33,826(83.7%)","43,847(64.5%)"
2025.05.12,멜론,멜론 머스크,하,5kg상자,10000,22000,17672,"-10,284","27,956(63.2%)","24,750(71.4%)","20,484(86.3%)"
2025.05.12,멜론,멜론 머스크,특,8kg상자,65000,77000,71444,"16,444","55,000(129.9%)","71,552(99.8%)","97,782(73.1%)"
2025.05.12,멜론,멜론 머스크,상,8kg상자,38000,65000,45875,-470,"46,345(99%)","54,598(84%)","67,003(68.5%)"
2025.05.12,멜론,멜론 머스크,보통,8kg상자,26000,38000,31176,"-2,734","33,910(91.9%)","37,001(84.3%)","39,199(79.5%)"
2025.05.12,멜론,멜론 머스크,하,8kg상자,15000,26000,23723,"-2,843","26,566(89.3%)","27,843(85.2%)","23,392(101.4%)"
2025.05.12,멜론,백색멜론,특,5kg상자,19000,46000,25118,"4,118","21,000(119.6%)","28,056(89.5%)","36,000(69.8%)"
2025.05.12,멜론,백색멜론,상,5kg상자,15000,19000,16645,-601,"17,246(96.5%)","21,208(78.5%)",0
2025.05.12,멜론,백색멜론,보통,5kg상자,14000,15000,14748,"1,467","13,281(111%)","20,356(72.5%)","26,907(54.8%)"
2025.05.12,멜론,백색멜론,하,5kg상자,10000,14000,12757,"1,189","11,568(110.3%)","16,426(77.7%)","15,772(80.9%)"
2025.05.12,멜론,백색멜론,특,8kg상자,33000,33000,33000,"""""","33,000(100%)","35,945(91.8%)",0
2025.05.12,멜론,백색멜론,상,8kg상자,32000,33000,32110,"""""","32,110(100%)","34,554(92.9%)",0
2025.05.12,멜론,백색멜론,보통,8kg상자,28000,32000,30358,"""""","30,358(100%)","30,351(100%)",0
2025.05.12,멜론,백색멜론,하,8kg상자,25000,28000,26531,"""""","26,531(100%)","26,049(101.9%)",0
2025.05.12,멜론,황색멜론,특,5kg상자,21000,21000,21000,"""""","21,000(100%)","21,000(100%)",0
2025.05.12,멜론,황색멜론,상,5kg상자,18000,21000,19071,"-1,111","20,182(94.5%)","20,182(94.5%)",0
2025.05.12,멜론,황색멜론,보통,5kg상자,15000,18000,16628,"-2,132","18,760(88.6%)","18,760(88.6%)",0
2025.05.12,멜론,황색멜론,하,5kg상자,12000,14000,13368,"-2,700","16,068(83.2%)","16,068(83.2%)",0
2025.05.12,멜론,멜론 파파야,특,10kg상자,36000,41000,40273,"-6,477","46,750(86.1%)","46,778(86.1%)","33,333(120.8%)"
2025.05.12,멜론,멜론 파파야,상,10kg상자,30000,36000,33394,"-5,952","39,346(84.9%)","39,446(84.7%)","30,250(110.4%)"
2025.05.12,멜론,멜론 파파야,보통,10kg상자,18000,30000,22530,"-4,338","26,868(83.9%)","29,809(75.6%)","21,667(104%)"
2025.05.12,멜론,멜론 파파야,하,10kg상자,7000,18000,15705,"-2,060","17,765(88.4%)","21,637(72.6%)","19,167(81.9%)"
2025.05.12,멜론,멜론 가야백자,특,8kg상자,33000,33000,33000,"""""","33,000(100%)","35,945(91.8%)",0
2025.05.12,멜론,멜론 가야백자,상,8kg상자,32000,33000,32110,"""""","32,110(100%)","34,566(92.9%)",0
2025.05.12,멜론,멜론 가야백자,보통,8kg상자,28000,32000,30358,"""""","30,358(100%)","30,357(100%)",0
2025.05.12,멜론,멜론 가야백자,하,8kg상자,25000,28000,26531,"""""","26,531(100%)","26,058(101.8%)",0
2025.05.12,가지,가지,상,5kg상자,17000,20000,17970,361,"17,609(102.1%)","16,744(107.3%)","19,455(92.4%)"
2025.05.12,가지,가지,보통,5kg상자,12000,17000,14656,446,"14,210(103.1%)","13,609(107.7%)","15,690(93.4%)"
2025.05.12,가지,가지,하,5kg상자,2000,12000,9645,"1,050","8,595(112.2%)","8,181(117.9%)","11,289(85.4%)"
2025.05.12,가지,가지,상,8kg상자,25000,29000,27248,"-1,365","28,613(95.2%)","27,150(100.4%)","31,135(87.5%)"
2025.05.12,가지,가지,보통,8kg상자,16000,25000,20830,"-1,339","22,169(94%)","21,916(95%)","26,340(79.1%)"
2025.05.12,가지,가지,하,8kg상자,1000,16000,12591,-267,"12,858(97.9%)","13,354(94.3%)","19,604(64.2%)"
2025.05.12,무,무,특,20kg상자,26700,28500,27151,956,"26,195(103.6%)","26,768(101.4%)","21,293(127.5%)"
2025.05.12,무,무,상,20kg상자,22200,26700,24331,223,"24,108(100.9%)","22,366(108.8%)","19,185(126.8%)"
2025.05.12,무,무,보통,20kg상자,16700,22200,19816,-168,"19,984(99.2%)","15,280(129.7%)","15,118(131.1%)"
2025.05.12,무,무,하,20kg상자,6700,16700,13785,-362,"14,147(97.4%)","10,122(136.2%)","10,228(134.8%)"
2025.05.12,열무,열무,상,1.5kg단,1302,1868,1441,213,"1,228(117.3%)","1,598(90.2%)","3,184(45.3%)"
2025.05.12,열무,열무,보통,1.5kg단,972,1302,1122,243,879(127.6%),"1,149(97.7%)","2,546(44.1%)"
2025.05.12,열무,열무,하,1.5kg단,594,972,817,181,636(128.5%),784(104.2%),"1,826(44.7%)"
2025.05.12,열무,열무,상,4kg상자,6500,9900,7754,"1,440","6,314(122.8%)","6,913(112.2%)","13,314(58.2%)"
2025.05.12,열무,열무,보통,4kg상자,3300,6500,4930,"1,159","3,771(130.7%)","4,494(109.7%)","7,471(66%)"
2025.05.12,열무,열무,하,4kg상자,1800,3300,2638,348,"2,290(115.2%)","2,567(102.8%)","4,171(63.2%)"
2025.05.12,당근,당근,특,20kg상자,29000,32000,31015,515,"30,500(101.7%)","37,121(83.6%)","55,000(56.4%)"
2025.05.12,당근,당근,상,20kg상자,26000,29000,27679,-71,"27,750(99.7%)","32,555(85%)","49,660(55.7%)"
2025.05.12,당근,당근,보통,20kg상자,20000,26000,24167,"1,182","22,985(105.1%)","26,709(90.5%)","40,925(59.1%)"
2025.05.12,당근,당근,하,20kg상자,4000,20000,15292,"-1,673","16,965(90.1%)","20,254(75.5%)","35,408(43.2%)"
2025.05.12,당근,당근 수입,특,10kg상자,7900,7900,7900,400,"7,500(105.3%)","8,097(97.6%)","6,800(116.2%)"
2025.05.12,당근,당근 수입,상,10kg상자,7600,7900,7739,332,"7,407(104.5%)","7,726(100.2%)","6,607(117.1%)"
2025.05.12,당근,당근 수입,보통,10kg상자,7000,7600,7352,538,"6,814(107.9%)","7,321(100.4%)","5,750(127.9%)"
2025.05.12,당근,당근 수입,하,10kg상자,5500,7000,6683,793,"5,890(113.5%)","6,282(106.4%)","4,567(146.3%)"
2025.05.12,연근,연근(일반),상,15kg상자,13000,38500,27677,-506,"28,183(98.2%)","27,795(99.6%)",0
2025.05.12,생고추,풋고추(일반),특,10kg상자,90000,110000,101765,"28,500","73,265(138.9%)","80,587(126.3%)","69,529(146.4%)"
2025.05.12,생고추,풋고추(일반),상,10kg상자,50000,90000,69416,"16,059","53,357(130.1%)","59,845(116%)","52,123(133.2%)"
2025.05.12,생고추,풋고추(일반),보통,10kg상자,19000,50000,41696,746,"40,950(101.8%)","35,154(118.6%)","30,204(138%)"
2025.05.12,생고추,풋고추(일반),하,10kg상자,8000,19000,14952,"2,699","12,253(122%)","12,327(121.3%)","14,885(100.5%)"
2025.05.12,생고추,꽈리고추,특,4kg상자,27000,37000,31338,"-1,691","33,029(94.9%)","34,103(91.9%)","33,939(92.3%)"
2025.05.12,생고추,꽈리고추,상,4kg상자,17000,27000,20641,"-1,189","21,830(94.6%)","21,511(96%)","25,037(82.4%)"
2025.05.12,생고추,꽈리고추,보통,4kg상자,13000,17000,14815,-204,"15,019(98.6%)","14,881(99.6%)","18,842(78.6%)"
2025.05.12,생고추,꽈리고추,하,4kg상자,4000,13000,10237,61,"10,176(100.6%)","10,142(100.9%)","14,897(68.7%)"
2025.05.12,생고추,청양고추,특,10kg상자,27000,42000,32273,"1,571","30,702(105.1%)","35,499(90.9%)","43,079(74.9%)"
2025.05.12,생고추,청양고추,상,10kg상자,22500,27000,24370,875,"23,495(103.7%)","27,256(89.4%)","33,963(71.8%)"
2025.05.12,생고추,청양고추,보통,10kg상자,18000,22500,20793,"1,337","19,456(106.9%)","23,685(87.8%)","28,996(71.7%)"
2025.05.12,생고추,청양고추,하,10kg상자,8000,18000,15130,742,"14,388(105.2%)","18,571(81.5%)","24,350(62.1%)"
2025.05.12,생고추,녹광고추,특,10kg상자,90000,110000,102500,"29,235","73,265(139.9%)","80,610(127.2%)","69,545(147.4%)"
2025.05.12,생고추,녹광고추,상,10kg상자,50000,90000,70629,"17,090","53,539(131.9%)","59,832(118%)","50,934(138.7%)"
2025.05.12,생고추,녹광고추,보통,10kg상자,19000,50000,43085,"2,013","41,072(104.9%)","35,264(122.2%)","30,143(142.9%)"
2025.05.12,생고추,녹광고추,하,10kg상자,8000,19000,14802,"2,581","12,221(121.1%)","12,410(119.3%)","15,409(96.1%)"
2025.05.12,생고추,오이맛고추,특,10kg상자,50000,52500,50298,"2,850","47,448(106%)","47,601(105.7%)","43,691(115.1%)"
2025.05.12,생고추,오이맛고추,상,10kg상자,33000,50000,41242,"6,397","34,845(118.4%)","34,490(119.6%)","31,045(132.8%)"
2025.05.12,생고추,오이맛고추,보통,10kg상자,17000,33000,25858,"6,008","19,850(130.3%)","23,226(111.3%)","22,618(114.3%)"
2025.05.12,생고추,오이맛고추,하,10kg상자,6000,17000,12776,"2,038","10,738(119%)","11,353(112.5%)","13,563(94.2%)"
2025.05.12,생고추,오이맛고추,특,3.6kg상자,15000,17000,16101,"-1,593","17,694(91%)","15,805(101.9%)","14,336(112.3%)"
2025.05.12,생고추,오이맛고추,상,3.6kg상자,14000,15000,14324,-813,"15,137(94.6%)","14,732(97.2%)","13,221(108.3%)"
2025.05.12,생고추,오이맛고추,보통,3.6kg상자,13000,14000,13391,-470,"13,861(96.6%)","13,741(97.5%)","11,984(111.7%)"
2025.05.12,생고추,오이맛고추,하,3.6kg상자,12000,13000,12758,975,"11,783(108.3%)","12,265(104%)","10,493(121.6%)"
2025.05.12,생고추,롱그린고추,특,10kg상자,62000,70000,66182,"15,077","51,105(129.5%)","51,609(128.2%)","67,455(98.1%)"
2025.05.12,생고추,롱그린고추,상,10kg상자,47500,62000,50856,"6,904","43,952(115.7%)","42,876(118.6%)","45,868(110.9%)"
2025.05.12,생고추,롱그린고추,보통,10kg상자,16000,47500,34282,"1,119","33,163(103.4%)","28,728(119.3%)","29,093(117.8%)"
2025.05.12,생고추,롱그린고추,하,10kg상자,7000,16000,11449,"-1,239","12,688(90.2%)","11,856(96.6%)","18,103(63.2%)"
2025.05.12,생고추,홍고추,특,10kg상자,94000,100000,95887,"-23,542","119,429(80.3%)","101,917(94.1%)","64,702(148.2%)"
2025.05.12,생고추,홍고추,상,10kg상자,84000,94000,87574,"-17,928","105,502(83%)","92,320(94.9%)","57,605(152%)"
2025.05.12,생고추,홍고추,보통,10kg상자,51000,84000,73551,"-15,565","89,116(82.5%)","73,583(100%)","52,432(140.3%)"
2025.05.12,생고추,홍고추,하,10kg상자,7000,51000,42894,"-7,087","49,981(85.8%)","42,251(101.5%)","42,374(101.2%)"
2025.05.12,마늘,깐마늘 대서,상,20kg,175000,196000,175400,-555,"175,955(99.7%)","164,969(106.3%)","129,122(135.8%)"
2025.05.12,마늘,깐마늘 대서,보통,20kg,150000,175000,166987,"1,447","165,540(100.9%)","145,068(115.1%)","108,351(154.1%)"
2025.05.12,마늘,깐마늘 대서,하,20kg,120000,150000,139589,"5,407","134,182(104%)","119,752(116.6%)","65,946(211.7%)"
2025.05.12,양파,양파,특,12kg,15200,16100,15481,-162,"15,643(99%)","14,620(105.9%)","15,761(98.2%)"
2025.05.12,양파,양파,상,12kg,13500,15200,14005,-878,"14,883(94.1%)","13,917(100.6%)","15,035(93.1%)"
2025.05.12,양파,양파,보통,12kg,12400,13500,13044,-839,"13,883(94%)","12,862(101.4%)","13,563(96.2%)"
2025.05.12,양파,양파,하,12kg,8300,12400,10172,-719,"10,891(93.4%)","9,886(102.9%)","10,764(94.5%)"
2025.05.12,양파,양파,특,15kg,13050,16000,13754,"-1,798","15,552(88.4%)","14,987(91.8%)","21,349(64.4%)"
2025.05.12,양파,양파,상,15kg,12200,13050,12558,-934,"13,492(93.1%)","13,521(92.9%)","20,354(61.7%)"
2025.05.12,양파,양파,보통,15kg,11700,12200,11968,-866,"12,834(93.3%)","12,753(93.8%)","19,677(60.8%)"
2025.05.12,양파,양파,하,15kg,5600,11700,11416,-567,"11,983(95.3%)","11,941(95.6%)","16,018(71.3%)"
2025.05.12,양파,양파,특,1kg,1167,1410,1232,-47,"1,279(96.3%)","1,197(102.9%)","1,441(85.5%)"
2025.05.12,양파,양파,상,1kg,840,1167,981,-126,"1,107(88.6%)","1,021(96.1%)","1,354(72.5%)"
2025.05.12,양파,양파,보통,1kg,787,840,811,-69,880(92.2%),863(94%),"1,266(64.1%)"
2025.05.12,양파,양파,하,1kg,200,787,726,-78,804(90.3%),764(95%),961(75.5%)
2025.05.12,양파,양파 조생,특,12kg,15200,16100,15417,-174,"15,591(98.9%)","14,722(104.7%)","15,878(97.1%)"
2025.05.12,양파,양파 조생,상,12kg,13300,15200,13913,-878,"14,791(94.1%)","13,866(100.3%)","15,210(91.5%)"
2025.05.12,양파,양파 조생,보통,12kg,12300,13300,12858,-855,"13,713(93.8%)","12,809(100.4%)","13,860(92.8%)"
2025.05.12,양파,양파 조생,하,12kg,8300,12300,10426,-509,"10,935(95.3%)","9,579(108.8%)","10,839(96.2%)"
2025.05.12,양파,양파 조생,특,15kg,13200,16000,13785,"-1,970","15,755(87.5%)","14,951(92.2%)","21,557(63.9%)"
2025.05.12,양파,양파 조생,상,15kg,12300,13200,12597,"-1,099","13,696(92%)","13,521(93.2%)","20,559(61.3%)"
2025.05.12,양파,양파 조생,보통,15kg,11750,12300,12017,-924,"12,941(92.9%)","12,779(94%)","19,801(60.7%)"
2025.05.12,양파,양파 조생,하,15kg,5600,11750,11485,-677,"12,162(94.4%)","12,027(95.5%)","16,773(68.5%)"
2025.05.12,양파,자주양파,특,12kg,14500,14500,14500,"3,500","11,000(131.8%)","12,642(114.7%)","19,000(76.3%)"
2025.05.12,양파,자주양파,상,12kg,13500,14500,14000,"3,769","10,231(136.8%)","11,482(121.9%)","18,783(74.5%)"
2025.05.12,양파,자주양파,보통,12kg,12800,13500,13204,"5,073","8,131(162.4%)","8,566(154.1%)","18,125(72.8%)"
